Department,Department Category,Organization,Position,Year,Salary,Real Salary (2013 dollars)
Microbiology,Science and Math,NAS,Professor,2006,108370,125283.24
Microbiology,Science and Math,NAS,Professor,2005,104891,125168.26
Microbiology,Science and Math,NAS,Professor,2003,97654,123612.66
Microbiology,Science and Math,NAS,Professor,2002,91744,118839.38
Microbiology,Science and Math,NAS,Professor,2001,89374,117597.37
Microbiology,Science and Math,NAS,Professor,2000,85571,115792.96
Microbiology,Science and Math,NAS,Professor,1999,79694,111460.14
Microbiology,Science and Math,NAS,Professor,1998,78240,111771.43
Microbiology,Science and Math,NAS,Professor,1997,75198,109140.78
Microbiology,Science and Math,NAS,Professor,1996,73408,108913.95
Microbiology,Science and Math,NAS,Professor,1995,70979,108530.58
Microbiology,Science and Math,NAS,Professor,1994,69235,108860.06
Microbiology,Science and Math,NAS,Professor,1993,67219,108417.74
Microbiology,Science and Math,NAS,Professor,1992,65079,108104.65
Microbiology,Science and Math,NAS,Professor,1991,64095,109564.1
Microbiology,Science and Math,NAS,Professor,1990,62029,110568.63
Music,Fine Arts,NAS,Professor,2009,89457,97130.29
Music,Fine Arts,NAS,Professor,2008,88441,95715.37
Music,Fine Arts,NAS,Professor,2007,86791,97517.98
Music,Fine Arts,NAS,Professor,2006,82787,95707.51
Music,Fine Arts,NAS,Professor,2005,79032,94310.26
Music,Fine Arts,NAS,Professor,2003,72012,91154.43
Music,Fine Arts,NAS,Professor,2002,72694,94163.21
Music,Fine Arts,NAS,Professor,2001,69799,91840.79
Music,Fine Arts,NAS,Professor,2000,67061,90745.6
Music,Fine Arts,NAS,Professor,1999,64088,89633.57
Music,Fine Arts,NAS,Professor,1998,62444,89205.71
Music,Fine Arts,NAS,Professor,1997,59501,86358.49
Music,Fine Arts,NAS,Professor,1996,56714,84145.4
Music,Fine Arts,NAS,Professor,1995,56007,85637.61
Music,Fine Arts,NAS,Professor,1994,54586,85827.04
Music,Fine Arts,NAS,Professor,1993,52648,84916.13
Music,Fine Arts,NAS,Professor,1992,52274,86833.89
Music,Fine Arts,NAS,Professor,1991,51591,88189.74
Music,Fine Arts,NAS,Professor,1990,50769,90497.33
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,2009,136057,147727.47
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,2008,134364,145415.58
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,2007,130524,146656.18
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,2006,124369,143779.19
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,2005,119756,142906.92
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,2003,110151,139431.65
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,2002,107623,139408.03
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,2001,104141,137027.63
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,2000,98696,133553.45
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1999,97234,135991.61
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1998,92779,132541.43
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1997,89055,129252.54
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1996,84927,126004.45
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1995,80893,123689.6
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1994,79004,124220.13
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1993,75226,121332.26
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1992,74798,124249.17
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1991,73190,125111.11
Paper & Chemical Engineering,Engineering and Computer Science,NAS,Professor,1990,71461,127381.46
Philosophy,Humanities,NAS,Professor,2009,108751,118079.26
Philosophy,Humanities,NAS,Professor,2008,106792,115575.76
Philosophy,Humanities,NAS,Professor,2007,102198,114829.21
Philosophy,Humanities,NAS,Professor,2006,97671,112914.45
Philosophy,Humanities,NAS,Professor,2005,93462,111529.83
Philosophy,Humanities,NAS,Professor,2003,85513,108244.3
Philosophy,Humanities,NAS,Professor,2002,53039,68703.37
Philosophy,Humanities,NAS,Professor,2001,79446,104534.21
Philosophy,Humanities,NAS,Professor,2000,76980,104167.79
Philosophy,Humanities,NAS,Professor,1999,73719,103103.5
Philosophy,Humanities,NAS,Professor,1998,70345,100492.86
Philosophy,Humanities,NAS,Professor,1997,67188,97515.24
Philosophy,Humanities,NAS,Professor,1996,65722,97510.39
Philosophy,Humanities,NAS,Professor,1995,63633,97298.17
Philosophy,Humanities,NAS,Professor,1994,60913,95775.16
Philosophy,Humanities,NAS,Professor,1993,58384,94167.74
Philosophy,Humanities,NAS,Professor,1992,57886,96156.15
Philosophy,Humanities,NAS,Professor,1991,56438,96475.21
Philosophy,Humanities,NAS,Professor,1990,57338,102206.77
Physics,Science and Math,NAS,Professor,2009,113992,123769.82
Physics,Science and Math,NAS,Professor,2008,112944,122233.77
Physics,Science and Math,NAS,Professor,2007,109768,123334.83
Physics,Science and Math,NAS,Professor,2006,104931,121307.51
Physics,Science and Math,NAS,Professor,2005,101363,120958.23
Physics,Science and Math,NAS,Professor,2003,92424,116992.41
Physics,Science and Math,NAS,Professor,2002,90313,116985.75
Physics,Science and Math,NAS,Professor,2001,89473,117727.63
Physics,Science and Math,NAS,Professor,2000,85998,116370.77
Physics,Science and Math,NAS,Professor,1999,83279,116474.13
Physics,Science and Math,NAS,Professor,1998,79483,113547.14
Physics,Science and Math,NAS,Professor,1997,76581,111148.04
Physics,Science and Math,NAS,Professor,1996,73175,108568.25
Physics,Science and Math,NAS,Professor,1995,70817,108282.87
Physics,Science and Math,NAS,Professor,1994,68783,108149.37
Physics,Science and Math,NAS,Professor,1993,66241,106840.32
Physics,Science and Math,NAS,Professor,1992,65914,109491.69
Physics,Science and Math,NAS,Professor,1991,64019,109434.19
Physics,Science and Math,NAS,Professor,1990,62918,112153.3
Political Science,Social Science,NAS,Professor,2009,116529,126524.43
Political Science,Social Science,NAS,Professor,2008,114029,123408.01
Political Science,Social Science,NAS,Professor,2007,109865,123443.82
Political Science,Social Science,NAS,Professor,2006,103844,120050.87
Political Science,Social Science,NAS,Professor,2005,100469,119891.41
Political Science,Social Science,NAS,Professor,2003,91063,115269.62
Political Science,Social Science,NAS,Professor,2002,89641,116115.28
Political Science,Social Science,NAS,Professor,2001,56609,74485.53
Political Science,Social Science,NAS,Professor,2000,82840,112097.43
Political Science,Social Science,NAS,Professor,1999,79278,110878.32
Political Science,Social Science,NAS,Professor,1998,76275,108964.29
Political Science,Social Science,NAS,Professor,1997,72931,105850.51
Political Science,Social Science,NAS,Professor,1996,70489,104583.09
Political Science,Social Science,NAS,Professor,1995,68503,104744.65
Political Science,Social Science,NAS,Professor,1994,65824,103496.86
Political Science,Social Science,NAS,Professor,1993,63436,102316.13
Political Science,Social Science,NAS,Professor,1992,62653,104074.75
Political Science,Social Science,NAS,Professor,1991,61056,104369.23
Political Science,Social Science,NAS,Professor,1990,60734,108260.25
Psychology,Social Science,NAS,Professor,2009,118575,128745.93
Psychology,Social Science,NAS,Professor,2008,114386,123794.37
Psychology,Social Science,NAS,Professor,2007,111858,125683.15
Psychology,Social Science,NAS,Professor,2006,107790,124612.72
Psychology,Social Science,NAS,Professor,2005,103228,123183.77
Psychology,Social Science,NAS,Professor,2003,94695,119867.09
Psychology,Social Science,NAS,Professor,2002,91891,119029.79
Psychology,Social Science,NAS,Professor,2001,88373,116280.26
Psychology,Social Science,NAS,Professor,2000,83382,112830.85
Psychology,Social Science,NAS,Professor,1999,82222,114995.8
Psychology,Social Science,NAS,Professor,1998,77693,110990
Psychology,Social Science,NAS,Professor,1997,73176,106206.1
Psychology,Social Science,NAS,Professor,1996,70916,105216.62
Psychology,Social Science,NAS,Professor,1995,67805,103677.37
Psychology,Social Science,NAS,Professor,1994,65428,102874.21
Psychology,Social Science,NAS,Professor,1993,62346,100558.06
Psychology,Social Science,NAS,Professor,1992,61873,102779.07
Psychology,Social Science,NAS,Professor,1991,60746,103839.32
Psychology,Social Science,NAS,Professor,1990,59957,106875.22
Sociology & Gerontology,Social Science,NAS,Professor,2009,111851,121445.17
Sociology & Gerontology,Social Science,NAS,Professor,2008,109758,118785.71
Sociology & Gerontology,Social Science,NAS,Professor,2007,105876,118961.8
Sociology & Gerontology,Social Science,NAS,Professor,2006,100737,116458.96
Sociology & Gerontology,Social Science,NAS,Professor,2005,95359,113793.56
Sociology & Gerontology,Social Science,NAS,Professor,2003,86273,109206.33
Sociology & Gerontology,Social Science,NAS,Professor,2002,84499,109454.66
Sociology & Gerontology,Social Science,NAS,Professor,1999,73803,103220.98
Sociology & Gerontology,Social Science,NAS,Professor,1998,71724,102462.86
Software Engineering,Engineering and Computer Science,NAS,Professor,2008,134159,145193.72
Software Engineering,Engineering and Computer Science,NAS,Professor,2006,125252,144800
Software Engineering,Engineering and Computer Science,NAS,Professor,2005,119349,142421.24
Software Engineering,Engineering and Computer Science,NAS,Professor,2003,110457,139818.99
Software Engineering,Engineering and Computer Science,NAS,Professor,2002,109481,141814.77
Software Engineering,Engineering and Computer Science,NAS,Professor,2001,105795,139203.95
Software Engineering,Engineering and Computer Science,NAS,Professor,2000,101189,136926.93
Software Engineering,Engineering and Computer Science,NAS,Professor,1999,96762,135331.47
Software Engineering,Engineering and Computer Science,NAS,Professor,1998,90668,129525.71
Software Engineering,Engineering and Computer Science,NAS,Professor,1997,87460,126937.59
Software Engineering,Engineering and Computer Science,NAS,Professor,1996,82968,123097.92
Software Engineering,Engineering and Computer Science,NAS,Professor,1995,80691,123380.73
Software Engineering,Engineering and Computer Science,NAS,Professor,1994,79220,124559.75
Software Engineering,Engineering and Computer Science,NAS,Professor,1993,75544,121845.16
Software Engineering,Engineering and Computer Science,NAS,Professor,1992,74899,124416.94
Software Engineering,Engineering and Computer Science,NAS,Professor,1991,73013,124808.55
Software Engineering,Engineering and Computer Science,NAS,Professor,1990,71002,126563.28
Spanish & Portuguese,Humanities,NAS,Professor,2009,99470,108002.17
Spanish & Portuguese,Humanities,NAS,Professor,2008,98937,107074.68
Spanish & Portuguese,Humanities,NAS,Professor,2007,94536,106220.22
Spanish & Portuguese,Humanities,NAS,Professor,2006,92402,106823.12
Spanish & Portuguese,Humanities,NAS,Professor,2005,90498,107992.84
Spanish & Portuguese,Humanities,NAS,Professor,2003,83154,105258.23
Spanish & Portuguese,Humanities,NAS,Professor,2002,83207,107781.09
Spanish & Portuguese,Humanities,NAS,Professor,2001,81395,107098.68
Spanish & Portuguese,Humanities,NAS,Professor,2000,78855,106705.01
Spanish & Portuguese,Humanities,NAS,Professor,1999,74951,104826.57
Spanish & Portuguese,Humanities,NAS,Professor,1998,69611,99444.29
Spanish & Portuguese,Humanities,NAS,Professor,1997,68120,98867.92
Spanish & Portuguese,Humanities,NAS,Professor,1996,65595,97321.96
Spanish & Portuguese,Humanities,NAS,Professor,1995,63713,97420.49
Spanish & Portuguese,Humanities,NAS,Professor,1994,61688,96993.71
Spanish & Portuguese,Humanities,NAS,Professor,1993,59006,95170.97
Spanish & Portuguese,Humanities,NAS,Professor,1992,61650,102408.64
Spanish & Portuguese,Humanities,NAS,Professor,1991,60431,103300.85
Spanish & Portuguese,Humanities,NAS,Professor,1990,59260,105632.8
Speech Pathology & Audiology,Education and Health,NAS,Professor,2009,102875,111699.24
Speech Pathology & Audiology,Education and Health,NAS,Professor,2008,102832,111290.04
Speech Pathology & Audiology,Education and Health,NAS,Professor,2007,100119,112493.26
Speech Pathology & Audiology,Education and Health,NAS,Professor,2006,95160,110011.56
Speech Pathology & Audiology,Education and Health,NAS,Professor,2005,95245,113657.52
Speech Pathology & Audiology,Education and Health,NAS,Professor,2003,86779,109846.84
Speech Pathology & Audiology,Education and Health,NAS,Professor,2002,83811,108563.47
Speech Pathology & Audiology,Education and Health,NAS,Professor,2001,83142,109397.37
Speech Pathology & Audiology,Education and Health,NAS,Professor,2000,79600,107713.13
Speech Pathology & Audiology,Education and Health,NAS,Professor,1999,71606,100148.25
Speech Pathology & Audiology,Education and Health,NAS,Professor,1998,72025,102892.86
Teacher Education,Education and Health,NAS,Professor,2009,91814,99689.47
Teacher Education,Education and Health,NAS,Professor,2008,90302,97729.44
Teacher Education,Education and Health,NAS,Professor,2007,88394,99319.1
Teacher Education,Education and Health,NAS,Professor,2006,82270,95109.83
Teacher Education,Education and Health,NAS,Professor,2005,96097,114674.22
Teacher Education,Education and Health,NAS,Professor,2003,81931,103710.13
Teacher Education,Education and Health,NAS,Professor,2002,78081,101141.19
Teacher Education,Education and Health,NAS,Professor,2001,82254,108228.95
Teacher Education,Education and Health,NAS,Professor,2000,79640,107767.25
Teacher Education,Education and Health,NAS,Professor,1999,74503,104200
Teacher Education,Education and Health,NAS,Professor,1998,73857,105510
Teacher Education,Education and Health,NAS,Professor,1997,69387,100706.82
Teacher Education,Education and Health,NAS,Professor,1996,63188,93750.74
Teacher Education,Education and Health,NAS,Professor,1995,58692,89743.12
Teacher Education,Education and Health,NAS,Professor,1994,55356,87037.74
Teacher Education,Education and Health,NAS,Professor,1993,57370,92532.26
Teacher Education,Education and Health,NAS,Professor,1992,60293,100154.49
Teacher Education,Education and Health,NAS,Professor,1991,59631,101933.33
Teacher Education,Education and Health,NAS,Professor,1990,58258,103846.7
Theatre,Humanities,NAS,Professor,2009,89827,97532.03
Theatre,Humanities,NAS,Professor,2008,90114,97525.97
Theatre,Humanities,NAS,Professor,2007,87183,97958.43
Theatre,Humanities,NAS,Professor,2006,84804,98039.31
Theatre,Humanities,NAS,Professor,2005,80866,96498.81
Theatre,Humanities,NAS,Professor,2003,74436,94222.78
Theatre,Humanities,NAS,Professor,2002,74374,96339.38
Theatre,Humanities,NAS,Professor,2001,73038,96102.63
Theatre,Humanities,NAS,Professor,2000,70430,95304.47
Theatre,Humanities,NAS,Professor,1999,67424,94299.3
Theatre,Humanities,NAS,Professor,1998,65108,93011.43
Theatre,Humanities,NAS,Professor,1997,62442,90627
Theatre,Humanities,NAS,Professor,1996,60708,90071.22
Theatre,Humanities,NAS,Professor,1995,59125,90405.2
Theatre,Humanities,NAS,Professor,1994,55973,88007.86
Theatre,Humanities,NAS,Professor,1993,53714,86635.48
Theatre,Humanities,NAS,Professor,1992,53977,89662.79
Theatre,Humanities,NAS,Professor,1991,52211,89249.57
Theatre,Humanities,NAS,Professor,1990,51763,92269.16
Sociology/Gerontology/Anthropology,Social Science,NAS,Professor,2001,76650,100855.26
Sociology/Gerontology/Anthropology,Social Science,NAS,Professor,2000,74751,101151.56
